"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Dispositivo de la impresión",Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.02,1,1,1,,,,,20,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,35.23,365,1.0082191780822,368,5,2,actions:onsite_conversion.lead_grouped,17.615,96.52054795,7.046,2,2,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.57,7,1,7,,,,,81.42857143,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.06,8,1,8,,,,,132.5,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,14.56,53,1,53,1,,,,274.71698113,14.56,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.13,2,1,2,1,,,,65,0.13,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,5.07,33,1.0606060606061,35,,,,,153.63636364,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.14,12,1,12,,,,,11.66666667,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.14,7,1,7,,,,,20,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.39,5,1,5,,,,,78,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.06,4,1,4,,,,,15,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.18,6,1,6,,,,,30,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,13.44,350,1.0485714285714,367,2,,,,38.4,6.72,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,18.16,412,1.0412621359223,429,3,1,actions:onsite_conversion.lead_grouped,18.16,44.0776699,6.05333333,1,1,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,120.56,1301,1.1145272867025,1450,10,,,,92.66717909,12.056,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.18,4,1,4,,,,,45,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,87.19,685,1.1138686131387,763,8,,,,127.28467153,10.89875,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.92,9,1.1111111111111,10,,,,,102.22222222,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,1.53,13,1,13,,,,,117.69230769,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.16,1,1,1,,,,,160,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,31.65,545,1.0128440366972,552,9,,,,58.0733945,3.51666667,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.54,5,1,5,,,,,108,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.05,1,1,1,,,,,50,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,24.29,459,1.0108932461874,464,11,,,,52.91938998,2.20818182,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.47,14,1,14,,,,,33.57142857,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,4.85,22,1,22,1,,,,220.45454545,4.85,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,6.09,44,1,44,,,,,138.40909091,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,11.38,49,1.0204081632653,50,2,1,actions:onsite_conversion.lead_grouped,11.38,232.24489796,5.69,1,1,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.24,13,1,13,,,,,18.46153846,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.26,15,1,15,,,,,17.33333333,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.23,13,1,13,,,,,17.69230769,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.14,2,1,2,,,,,70,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.03,5,1,5,,,,,6,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,10.59,293,1.0443686006826,306,5,,,,36.14334471,2.118,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,8.19,313,1.0415335463259,326,4,,,,26.16613419,2.0475,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPod,2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,134.22,2046,1.058651026393,2166,5,1,actions:onsite_conversion.lead_grouped,134.22,65.60117302,26.844,1,1,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.29,5,1,5,,,,,58,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,79.83,1090,1.0559633027523,1151,8,1,actions:onsite_conversion.lead_grouped,79.83,73.23853211,9.97875,1,1,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,1.83,16,1.0625,17,,,,,114.375,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,2.15,27,1,27,,,,,79.62962963,,,,,,
2020-05-07,2020-05-07,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.06,3,1,3,,,,,20,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,47.05,1050,1.0342857142857,1086,8,1,actions:onsite_conversion.lead_grouped,47.05,44.80952381,5.88125,1,1,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.29,11,1,11,,,,,26.36363636,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.19,4,1,4,,,,,47.5,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,35.73,746,1.088471849866,812,12,1,actions:onsite_conversion.lead_grouped,35.73,47.89544236,2.9775,1,1,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.56,24,1,24,1,,,,23.33333333,0.56,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.16,24,1.75,42,,,,,48.33333333,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,14.33,128,1,128,3,,,,111.953125,4.77666667,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.09,0,0,1,,,,,0,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,24.39,106,1,106,,,,,230.09433962,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.22,10,1,10,,,,,22,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.42,27,1,27,,,,,15.55555556,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.23,28,1.1428571428571,32,,,,,8.21428571,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.02,2,1,2,,,,,10,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.02,2,1.5,3,,,,,10,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,9.59,308,1.0487012987013,323,1,,,,31.13636364,9.59,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,7.59,244,1.0737704918033,262,3,,,,31.10655738,2.53,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,104.87,1688,1.1072274881517,1869,11,2,actions:onsite_conversion.lead_grouped,52.435,62.12677725,9.53363636,2,2,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.4,6,1.1666666666667,7,,,,,66.66666667,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,59.61,888,1.0777027027027,957,14,2,actions:onsite_conversion.lead_grouped,29.805,67.12837838,4.25785714,2,2,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.69,20,1,20,,,,,34.5,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.58,18,1,18,,,,,32.22222222,,,,,,
2020-05-06,2020-05-06,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.87,9,1,9,,,,,96.66666667,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,30.14,518,1.0019305019305,519,6,3,actions:onsite_conversion.lead_grouped,10.046666666667,58.18532819,5.02333333,3,3,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.07,3,1,3,,,,,23.33333333,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,29.57,486,1.0082304526749,490,9,,,,60.8436214,3.28555556,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.27,18,1,18,1,,,,15,0.27,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.24,16,1,16,,,,,15,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,7.59,69,1,69,,,,,110,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.07,2,1,2,,,,,35,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,9.98,63,1,63,1,,,,158.41269841,9.98,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.16,13,1.1538461538462,15,,,,,12.30769231,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.35,36,1.1944444444444,43,,,,,37.5,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.23,22,1,22,,,,,10.45454545,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.06,1,1,1,,,,,60,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.05,3,1,3,,,,,16.66666667,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,15.48,395,1.0708860759494,423,3,,,,39.18987342,5.16,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,15.11,426,1.0821596244131,461,4,,,,35.46948357,3.7775,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPod,2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,117.4,1358,1.1524300441826,1565,16,3,actions:onsite_conversion.lead_grouped,39.133333333333,86.45066274,7.3375,3,3,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.16,4,1,4,,,,,40,,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,85.24,862,1.131090487239,975,14,2,actions:onsite_conversion.lead_grouped,42.62,98.8863109,6.08857143,2,2,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,1.12,20,1.2,24,1,,,,56,1.12,,,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,3.08,15,1,15,1,1,actions:onsite_conversion.lead_grouped,3.08,205.33333333,3.08,1,1,,,
2020-05-05,2020-05-05,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.65,5,1,5,,,,,130,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,45.05,994,1,994,5,2,actions:onsite_conversion.lead_grouped,22.525,45.32193159,9.01,2,2,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.12,4,1,4,,,,,30,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.16,2,1.5,3,1,,,,80,0.16,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,41.74,910,1.0714285714286,975,10,,,,45.86813187,4.174,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.46,16,1.75,28,,,,,28.75,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.91,31,1,31,,,,,29.35483871,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,6.35,38,1.4736842105263,56,,,,,167.10526316,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,6.55,54,1.1111111111111,60,1,,,,121.2962963,6.55,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.33,28,1,28,1,,,,11.78571429,0.33,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.45,22,1.0909090909091,24,1,,,,20.45454545,0.45,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.17,31,1,31,,,,,5.48387097,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.06,2,1.5,3,,,,,30,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,19.56,620,1.15,713,5,1,actions:onsite_conversion.lead_grouped,19.56,31.5483871,3.912,1,1,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,24.85,664,1.0557228915663,701,9,,,,37.4246988,2.76111111,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPod,2020-05-01,2020-05-31,0.16,2,1,2,,,,,80,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,82.49,1448,1.1443370165746,1657,13,,,,56.96823204,6.34538462,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.19,2,2,4,,,,,95,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,81.92,1192,1.133389261745,1351,6,4,actions:onsite_conversion.lead_grouped,20.48,68.72483221,13.65333333,4,4,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,3.61,20,1,20,,,,,180.5,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,2.95,13,1,13,,,,,226.92307692,,,,,,
2020-05-04,2020-05-04,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.24,6,1,6,,,,,206.66666667,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,68.84,1444,1.0304709141274,1488,12,1,actions:onsite_conversion.lead_grouped,68.84,47.67313019,5.73666667,1,1,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.39,6,1.1666666666667,7,,,,,65,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.07,2,1.5,3,,,,,35,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,64.61,1461,1,1461,17,1,actions:onsite_conversion.lead_grouped,64.61,44.22313484,3.80058824,1,1,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,3.1,40,1.225,49,1,,,,77.5,3.1,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.01,0,0,1,,,,,0,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.98,60,1.1666666666667,70,,,,,16.33333333,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,12.5,73,1,73,4,1,actions:onsite_conversion.lead_grouped,12.5,171.23287671,3.125,1,1,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.01,0,0,1,,,,,0,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,7.38,34,1.3529411764706,46,1,,,,217.05882353,7.38,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.13,8,1,8,,,,,16.25,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.32,10,1.2,12,,,,,32,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.1,23,1,23,,,,,4.34782609,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.02,1,1,1,,,,,20,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,6.11,216,1.0185185185185,220,1,,,,28.28703704,6.11,,,,,
